name,state,id,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
Carolina Christian College,North Carolina,29,Private,4 Year,NA,8300,8300,8300,8300
Carroll College,Montana,22,Private,4 Year,9880,35486,45366,35486,45366
Carroll Community College,Maryland,20,Public,2 Year,NA,5160,5160,10448,10448
Carroll University,Wisconsin,35,Private,4 Year,9484,34849,41402,34849,41402
Carson-Newman University,Tennessee,37,Private,4 Year,8810,27900,36710,27900,36710
Carteret Community College,North Carolina,29,Public,2 Year,NA,2372,2372,8132,8132
Carthage College,Wisconsin,35,Private,4 Year,14890,43550,55540,43550,55540
Carver College,Georgia,12,Private,4 Year,6600,13475,20075,13475,20075
Cascadia College,Washington,44,Public,2 Year,NA,4447,4447,9878,9878
Case Western Reserve University,Ohio,33,Private,4 Year,15480,49042,64232,49042,64232
Casper College,Wyoming,18,Public,2 Year,6880,3072,9952,7584,14464
Castleton University,Vermont,51,Public,4 Year,10598,12314,22912,28322,38920
Catawba College,North Carolina,29,Private,4 Year,10488,30520,41008,30520,41008
Catawba Valley Community College,North Carolina,29,Public,2 Year,NA,2400,2400,8160,8160
Catholic Distance University,West Virginia,32,Private,4 Year,NA,10050,10050,10050,10050
Catholic University of America,NA,40,Private,4 Year,14650,45804,60454,45804,60454
Cayuga Community College,New York,25,Public,2 Year,NA,5290,5290,9948,9948
Cazenovia College,New York,25,Private,4 Year,14596,34630,49226,34630,49226
Cecil College,Maryland,20,Public,2 Year,NA,4305,4305,9015,9015
Cedar Crest College,Pennsylvania,30,Private,4 Year,11544,39386,50760,39386,50760
Cedar Valley College,Texas,23,Public,2 Year,NA,2170,2170,5220,5220
Cedarville University,Ohio,33,Private,4 Year,7360,30270,37630,30270,37630
Centenary College of Louisiana,Louisiana,49,Private,4 Year,13400,36580,49980,36580,49980
Centenary University,New Jersey,45,Private,4 Year,11444,32998,44442,32998,44442
Central Alabama Community College,Alabama,1,Public,2 Year,NA,4740,4740,8610,8610
Central Arizona College,Arizona,4,Public,2 Year,7700,2580,10280,11100,49800
Central Baptist College,Arkansas,5,Private,4 Year,7500,16200,23700,16200,23700
Central Carolina Community College,North Carolina,29,Public,2 Year,NA,2392,2392,8152,8152
Central Carolina Technical College,South Carolina,28,Public,2 Year,NA,5760,5760,9630,9630
Central Christian College of Kansas,Kansas,16,Private,4 Year,8286,26674,34960,26674,34960
Central College,Iowa,34,Private,4 Year,10280,37295,47575,37295,47575
Central Community College,Nebraska,50,Public,2 Year,7106,3000,10106,4320,11426
Central Connecticut State University,Connecticut,9,Public,4 Year,12216,10616,22792,24956,34032
Central Georgia Technical College,Georgia,12,Public,2 Year,NA,3308,3308,5978,5978
Central Lakes College,Minnesota,24,Public,2 Year,4000,5492,9492,5492,9492
Central Maine Community College,Maine,48,Public,2 Year,9340,3720,13060,6540,15880
Central Methodist University,Missouri,47,Private,4 Year,7940,24420,32360,24420,32360
Central Michigan University,Michigan,26,Public,4 Year,10076,12960,23036,12960,23036
Central New Mexico Community College,New Mexico,19,Public,2 Year,NA,1626,1626,7338,7338
Central Ohio Technical College,Ohio,33,Public,2 Year,NA,4536,4536,7296,7296
Central Oregon Community College,Oregon,54,Public,2 Year,10770,4938,15708,13249,23988
Central Penn College,Pennsylvania,30,For Profit,4 Year,8094,49714,26808,49714,26808
Central Piedmont Community College,North Carolina,29,Public,2 Year,NA,2792,2792,8936,8936
Central State University,Ohio,33,Public,4 Year,10232,6346,16578,8346,49578
Central Texas College,Texas,23,Public,2 Year,5040,2700,7740,7050,12090
Central Virginia Community College,Virginia,27,Public,2 Year,NA,4838,4838,10766,10766
Central Washington University,Washington,44,Public,4 Year,11115,8072,48497,23053,34168
Central Wyoming College,Wyoming,18,Public,2 Year,6681,3120,9801,7632,14313
Central Yeshiva Tomchei Tmimim-Lubavitch,New York,25,Private,4 Year,3500,7700,11200,7700,11200
Centralia College,Washington,44,Public,2 Year,NA,4438,4438,4873,4873
Centre College,Kentucky,21,Private,4 Year,10480,42100,52490,42100,52490
Century College,Minnesota,24,Public,2 Year,NA,5421,5421,5421,5421
Cerritos College,California,6,Public,2 Year,NA,1438,1438,9688,9688
Cerro Coso Community College,California,6,Public,2 Year,NA,1382,1382,7802,7802
Chabot College,California,6,Public,2 Year,NA,1414,1414,9664,9664
Chadron State College,Nebraska,50,Public,4 Year,7380,7486,14576,7486,14576
Chaffey College,California,6,Public,2 Year,NA,1414,1414,9454,9454
Chamberlain College Of Nursing: Tinley Park,Illinois,36,For Profit,4 Year,NA,20850,20850,20850,20850
Chaminade University of Honolulu,Hawaii,13,Private,4 Year,13630,25374,39004,25374,39004
Champlain College,Vermont,51,Private,4 Year,15354,41010,56364,41010,56364
Chandler-Gilbert Community College,Arizona,4,Public,2 Year,NA,2580,2580,9810,9810
Chapman University,California,6,Private,4 Year,15828,52724,68552,52724,68552
Charles R Drew University of Medicine and Science,California,6,Private,4 Year,NA,21440,21440,21440,21440
Charleston Southern University,South Carolina,28,Private,4 Year,10200,25500,35700,25500,35700
Charlotte Christian College and Theological Seminary,North Carolina,29,Private,4 Year,NA,10688,10688,10688,10688
Charter Oak State College,Connecticut,9,Public,4 Year,NA,10161,10161,13101,13101
Chatfield College,Ohio,33,Private,2 Year,NA,12494,12494,12494,12494
Chatham University,Pennsylvania,30,Private,4 Year,12090,37611,49701,37611,49701
Chattahoochee Technical College,Georgia,12,Public,2 Year,NA,3350,3350,6020,6020
Chattahoochee Valley Community College,Alabama,1,Public,2 Year,NA,4560,4560,8670,8670
Chattanooga State Community College,Tennessee,37,Public,2 Year,NA,4778,4778,21684,21684
Chemeketa Community College,Oregon,54,Public,2 Year,NA,4725,4725,12960,12960
Chesapeake College,Maryland,20,Public,2 Year,NA,4760,4760,9110,9110
Chestnut Hill College,Pennsylvania,30,Private,4 Year,11000,36490,47490,36490,47490
Cheyney University of Pennsylvania,Pennsylvania,30,Public,4 Year,11049,9479,20497,14495,25513
Chicago State University,Illinois,36,Public,4 Year,8724,12217,20901,20877,29601
Chief Dull Knife College,Montana,22,Public,2 Year,NA,2260,2260,2260,2260
Chipola College,Florida,11,Public,2 Year,NA,3160,3160,8990,8990
Chippewa Valley Technical College,Wisconsin,35,Public,2 Year,NA,4364,4364,6377,6377
Chowan University,North Carolina,29,Private,4 Year,9400,24980,34380,24980,34380
Christendom College,Virginia,27,Private,4 Year,10280,26360,36640,26360,36640
Christian Brothers University,Tennessee,37,Private,4 Year,7400,32820,40220,32820,40220
Christopher Newport University,Virginia,27,Public,4 Year,11460,14754,26384,27220,38680
Cincinnati Christian University,Ohio,33,Private,4 Year,8360,21528,25888,21528,25888
Cincinnati College of Mortuary Science,Ohio,33,Private,2 Year,NA,20475,20475,20475,20475
Cincinnati State Technical and Community College,Ohio,33,Public,2 Year,NA,5242,5242,10001,10001
Cisco College,Texas,23,Public,2 Year,4355,2940,7295,5070,9425
Citrus College,California,6,Public,2 Year,NA,1450,1450,9520,9520
City College of San Francisco,California,6,Public,2 Year,NA,1414,1414,8644,8644
City Colleges of Chicago: Harold Washington College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City Colleges of Chicago: Harry S. Truman College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City Colleges of Chicago: Kennedy-King College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City Colleges of Chicago: Malcolm X College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City Colleges of Chicago: Olive-Harvey College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City Colleges of Chicago: Richard J. Daley College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City Colleges of Chicago: Wilbur Wright College,Illinois,36,Public,2 Year,NA,3504,3504,11544,11544
City University of New York: Baruch College,New York,25,Public,4 Year,15218,7261,22439,49531,33709
City University of New York: Borough of Manhattan Community College,New York,25,Public,2 Year,NA,5169,5169,9969,9969
City University of New York: Bronx Community College,New York,25,Public,2 Year,NA,5205,5205,10005,10005
City University of New York: Brooklyn College,New York,25,Public,4 Year,NA,7240,7240,49510,49510
City University of New York: City College,New York,25,Public,4 Year,49124,7140,25264,49410,36534
City University of New York: College of Staten Island,New York,25,Public,4 Year,49265,7289,25554,49559,36824
City University of New York: Guttman Community College,New York,25,Public,2 Year,NA,5483,5483,9993,9993
City University of New York: Hostos Community College,New York,25,Public,2 Year,NA,5206,5206,10006,10006
City University of New York: Hunter College,New York,25,Public,4 Year,9714,7490,16894,49450,28164
City University of New York: John Jay College of Criminal Justice,New York,25,Public,4 Year,21750,7270,25020,49540,36290
City University of New York: Kingsborough Community College,New York,25,Public,2 Year,NA,5253,5253,10053,10053
City University of New York: LaGuardia Community College,New York,25,Public,2 Year,NA,5221,5221,10021,10021
City University of New York: Lehman College,New York,25,Public,4 Year,14920,7209,48029,49479,30299
City University of New York: Medgar Evers College,New York,25,Public,4 Year,NA,7153,7153,49423,49423
City University of New York: New York City College of Technology,New York,25,Public,4 Year,NA,7120,7120,49390,49390
City University of New York: Queens College,New York,25,Public,4 Year,12380,7338,48749,49608,30988
City University of New York: Queensborough Community College,New York,25,Public,2 Year,NA,5209,5209,10009,10009
City University of New York: York College,New York,25,Public,4 Year,NA,7157,7157,49427,49427
Clackamas Community College,Oregon,54,Public,2 Year,NA,4944,4944,12414,12414
Claflin University,South Carolina,28,Private,4 Year,9294,16622,25916,16622,25916
Claremont McKenna College,California,6,Private,4 Year,16705,54405,71110,54405,71110
Clarendon College,Texas,23,Public,2 Year,4216,5250,9426,7560,12136
Clarion University of Pennsylvania,Pennsylvania,30,Public,4 Year,12670,11215,23845,15033,27703
Clark Atlanta University,Georgia,12,Private,4 Year,9524,23436,32960,23436,32960
Clark College,Washington,44,Public,2 Year,NA,4287,4287,9749,9749
Clark State Community College,Ohio,33,Public,2 Year,NA,4480,4480,8420,8420
Clark University,Massachusetts,38,Private,4 Year,9210,45730,54900,45730,54900
Clarke University,Iowa,34,Private,4 Year,9600,33350,42950,33350,42950
Clarks Summit University,Pennsylvania,30,Private,4 Year,6320,23890,30380,23890,30380
Clarkson College,Nebraska,50,Private,4 Year,5398,16920,22349,16920,22349
Clarkson University,New York,25,Private,4 Year,14908,49444,64352,49444,64352
Clatsop Community College,Oregon,54,Public,2 Year,NA,5130,5130,9720,9720
Clayton State University,Georgia,12,Public,4 Year,9994,6410,16404,48486,29480
Clear Creek Baptist Bible College,Kentucky,21,Private,4 Year,4160,9440,13600,9440,13600
Cleary University,Michigan,26,Private,4 Year,9600,20250,29850,20250,29850
Clemson University,South Carolina,28,Public,4 Year,10832,14970,25802,36724,47556
Cleveland Community College,North Carolina,29,Public,2 Year,NA,2372,2372,8132,8132
Cleveland Institute of Art,Ohio,33,Private,4 Year,14386,42055,56441,42055,56441
Cleveland Institute of Music,Ohio,33,Private,4 Year,15048,44887,57035,44887,57035
Cleveland State Community College,Tennessee,37,Public,2 Year,NA,4539,4539,21445,21445
Cleveland State University,Ohio,33,Public,4 Year,13560,10625,24495,14992,28552
Clinton College,South Carolina,28,Private,2 Year,9551,10020,48571,10020,48571
Clinton Community College,Iowa,34,Public,2 Year,NA,4860,4860,6870,6870
Clinton Community College,New York,25,Public,2 Year,10500,6090,16590,11096,38596
Cloud County Community College,Kansas,16,Public,2 Year,5900,3030,8930,3470,9370
Clover Park Technical College,Washington,44,Public,2 Year,NA,4271,4271,4271,4271
Clovis Community College,New Mexico,19,Public,2 Year,NA,1296,1296,2904,2904
Coahoma Community College,Mississippi,31,Public,2 Year,4420,2996,7416,3446,7866
Coastal Alabama Community College,Alabama,1,Public,2 Year,5800,4740,10540,8610,14410
Coastal Bend College,Texas,23,Public,2 Year,5100,2646,7746,4956,10056
Coastal Carolina Community College,North Carolina,29,Public,2 Year,NA,2492,2492,8636,8636
Coastal Carolina University,South Carolina,28,Public,4 Year,9480,11536,20726,26648,35838
Coastal Pines Technical College,Georgia,12,Public,2 Year,NA,3248,3248,5949,5949
Coastline Community College,California,6,Public,2 Year,NA,1400,1400,9530,9530
Cochise College,Arizona,4,Public,2 Year,7272,2550,9822,7800,15072
Cochran School of Nursing,New York,25,Private,2 Year,NA,11302,11302,11302,11302
Coconino County Community College,Arizona,4,Public,2 Year,NA,3480,3480,11655,11655
Coe College,Iowa,34,Private,4 Year,9480,45000,54480,45000,54480
Coffeyville Community College,Kansas,16,Public,2 Year,6490,3860,8340,3630,9810
Cogswell Polytechnical College,California,6,For Profit,4 Year,11000,20056,31056,20056,31056
Coker College,South Carolina,28,Private,4 Year,9090,29328,38449,29328,38449
Colby College,Maine,48,Private,4 Year,14480,55380,69400,55380,69400
Colby Community College,Kansas,16,Public,2 Year,3704,3616,7320,5504,9208
Colby-Sawyer College,New Hampshire,NH,Private,4 Year,14264,42398,56662,42398,56662
Coleman University,California,6,Private,4 Year,NA,20725,20725,20725,20725
Colgate University,New York,25,Private,4 Year,13995,55870,69865,55870,69865
College for Creative Studies,Michigan,26,Private,4 Year,8800,44110,52910,44110,52910
College of Alameda,California,6,Public,2 Year,NA,1416,1416,9606,9606
College of Biblical Studies-Houston,Texas,23,Private,4 Year,NA,8590,8590,8590,8590
College of Business and Technology: Flagler,Florida,11,For Profit,2 Year,NA,12222,12222,12222,12222
College of Business and Technology: Hialeah,Florida,11,For Profit,2 Year,NA,12222,12222,12222,12222
College of Business and Technology: Miami Gardens,Florida,11,For Profit,2 Year,NA,12222,12222,12222,12222
College of Central Florida,Florida,11,Public,2 Year,NA,3383,3383,12656,12656
College of Charleston,South Carolina,28,Public,4 Year,13866,12738,24904,34820,44086
College of Coastal Georgia,Georgia,12,Public,4 Year,9520,3971,13491,10578,20098
College of Court Reporting,Indiana,42,For Profit,2 Year,NA,11250,11250,11250,11250
College of DuPage,Illinois,36,Public,2 Year,NA,4080,4080,12190,12190
College of Eastern Idaho,Idaho,15,Public,2 Year,NA,5205,5205,8301,8301
College of Idaho,Idaho,15,Private,4 Year,9697,30155,39852,30155,39852
College of Lake County,Illinois,36,Public,2 Year,NA,4230,4230,13110,13110
College of Marin,California,6,Public,2 Year,NA,1449,1449,11049,11049
College of Menominee Nation,Wisconsin,35,Private,2 Year,NA,7600,7600,7600,7600
College of Mount St. Vincent,New York,25,Private,4 Year,10500,38490,48680,38490,48680
College of New Rochelle,New York,25,Private,4 Year,14592,37760,52352,37760,52352
College of Saint Mary,Nebraska,50,Private,4 Year,7700,20350,28050,20350,28050
College of Saint Rose,New York,25,Private,4 Year,12714,32574,45288,32574,45288
College of San Mateo,California,6,Public,2 Year,NA,1449,1449,8648,8648
College of Southern Idaho,Idaho,15,Public,2 Year,5750,4200,9950,8550,14300
College of Southern Maryland,Maryland,20,Public,2 Year,NA,3825,3825,8580,8580
College of Southern Nevada,Nevada,17,Public,2 Year,NA,3458,3458,10370,10370
College of St. Benedict,Minnesota,24,Private,4 Year,10904,45264,56168,45264,56168
